Daily / Cumulative,Indicator,Date,Event,region,City,Cases
Daily,Cases,4/20/2020,,Mecca,Jeddah,171
Daily,Cases,4/20/2020,,Eastern Region,Dahran,2
Daily,Cases,4/20/2020,,Mecca,Khulais,8
Daily,Cases,4/20/2020,,Medina,Medina,299
Daily,Cases,4/21/2020,,Medina,Yanbu,1
Daily,Cases,4/21/2020,,Riyadh,Riyadh,164
Daily,Cases,4/21/2020,,Mecca,Mecca,315
Daily,Cases,4/21/2020,,Qassim,Al Mithnab,1
Daily,Cases,4/21/2020,,Mecca,Alhada,1
Daily,Cases,4/21/2020,,Medina,Medina,137
Daily,Cases,4/22/2020,,Eastern Region,Hufof,78
Daily,Cases,4/22/2020,,Eastern Region,Qatif,1
Daily,Cases,4/22/2020,,Tabuk,Tabuk,10
Daily,Cases,4/22/2020,,Qassim,Al Bukayriyah,11
Daily,Cases,4/22/2020,,Riyadh,Diriyah,1
Daily,Cases,4/22/2020,,Eastern Region,Khobar,28
Daily,Cases,4/22/2020,,Mecca,Jeddah,208
Daily,Cases,4/22/2020,,Mecca,Alhada,5
Daily,Cases,4/22/2020,,Eastern Region,Dahran,1
Daily,Cases,4/23/2020,,Medina,Yanbu,3
Daily,Cases,4/23/2020,,Qassim,Unayzah,8
Daily,Cases,4/23/2020,,Eastern Region,Dammam,46
Daily,Cases,4/23/2020,,Riyadh,Az Zulfi,2
Daily,Cases,4/23/2020,,Mecca,Hadda,2
Daily,Cases,4/23/2020,,Jazan,Jazan,4
Daily,Cases,4/23/2020,,Tabuk,Qurayyat,2
Daily,Cases,4/23/2020,,Northern Borders,Rafha,1
Daily,Cases,4/23/2020,,Mecca,Khulais,1
Daily,Cases,4/23/2020,,Mecca,Al Muwayh,1
Daily,Cases,4/24/2020,,Northern Borders,Arar,5
Daily,Cases,4/24/2020,,Mecca,Mecca,364
Daily,Cases,4/24/2020,,Asir,Abha,2
Daily,Cases,4/24/2020,,Eastern Region,Khobar,45
Daily,Cases,4/24/2020,,Mecca,Jeddah,271
Daily,Cases,4/25/2020,Partial lifting of curfew in all cities except Makkah,Qassim,Buraydah,20
Daily,Cases,4/25/2020,Partial lifting of curfew in all cities except Makkah,Qassim,Unayzah,54
Daily,Cases,4/25/2020,Partial lifting of curfew in all cities except Makkah,Eastern Region,Khobar,1
Daily,Cases,4/25/2020,Partial lifting of curfew in all cities except Makkah,Eastern Region,Bqeeq,17
Daily,Cases,4/25/2020,Partial lifting of curfew in all cities except Makkah,Eastern Region,Hafr Al Batin,2
Daily,Cases,4/25/2020,Partial lifting of curfew in all cities except Makkah,Jazan,Jazan,1
Daily,Cases,4/26/2020,,Qassim,Buraydah,4
Daily,Cases,4/26/2020,,Riyadh,Sajer,1
Daily,Cases,4/26/2020,,Riyadh,Az Zulfi,11
Daily,Cases,4/27/2020,,Hail,Ha'il,1
Daily,Cases,4/27/2020,,Medina,Yanbu,2
Daily,Cases,4/27/2020,,Mecca,Adham,3
Daily,Cases,4/27/2020,,Eastern Region,Qatif,4
Daily,Cases,4/27/2020,,Asir,Abha,1
Daily,Cases,4/27/2020,,Asir,Bisha,2
Daily,Cases,4/27/2020,,Eastern Region,Khobar,7
Daily,Cases,4/27/2020,,Medina,Medina,273
Daily,Cases,4/28/2020,,Qassim,Unayzah,4
Daily,Cases,4/28/2020,,Al Bahah,Al Makhwa,1
Daily,Cases,4/28/2020,,Mecca,Mecca,356
Daily,Cases,4/28/2020,,Mecca,Jeddah,224
Daily,Cases,4/28/2020,,Eastern Region,Hafr Al Batin,2
Daily,Cases,4/28/2020,,Jazan,Baish,3
Daily,Cases,4/29/2020,,Eastern Region,Nairyah,1
Daily,Cases,4/29/2020,,Tabuk,Umluj,1
Daily,Cases,4/29/2020,,Mecca,Khulais,8
Daily,Cases,4/30/2020,,Eastern Region,Hufof,12
Daily,Cases,4/30/2020,,Mecca,Taif,27
Daily,Cases,4/30/2020,,Northern Borders,Arar,1
Daily,Cases,4/30/2020,,Qassim,Buraydah,12
Daily,Cases,4/30/2020,,Riyadh,Muzahmiya,5
Daily,Cases,4/30/2020,,Riyadh,Az Zulfi,6
Daily,Cases,4/30/2020,,Riyadh,Diriyah,14
Daily,Cases,4/30/2020,,Eastern Region,Khobar,33
Daily,Cases,4/30/2020,,Mecca,Jeddah,142
Daily,Cases,4/30/2020,,Northern Borders,Rafha,1
Daily,Cases,5/1/2020,,Asir,Khamis Mushait,21
Daily,Cases,5/1/2020,,Total,Total,1362
Daily,Cases,5/1/2020,,Eastern Region,Khobar,81
Daily,Cases,5/1/2020,,Asir,Muhayil Aseer,1
Daily,Cases,5/1/2020,,Eastern Region,Dahran,2
Daily,Cases,5/2/2020,,Mecca,Rabigh,1
Daily,Cases,5/2/2020,,Eastern Region,Safwa,109
Daily,Cases,5/2/2020,,Riyadh,Riyadh,109
Daily,Cases,5/2/2020,,Al Bahah,Al Bahah,10
Daily,Cases,5/2/2020,,Mecca,Mecca,221
Daily,Cases,5/2/2020,,Eastern Region,Dammam,150
Daily,Cases,5/2/2020,,Eastern Region,Salwa,1
Daily,Cases,5/2/2020,,Eastern Region,Khobar,66
Daily,Cases,5/3/2020,,Hail,Ha'il,1
Daily,Cases,5/3/2020,,Mecca,Rabigh,6
Daily,Cases,5/3/2020,,Qassim,Buraydah,3
Daily,Cases,5/3/2020,,Eastern Region,Nairyah,8
Daily,Cases,5/3/2020,,Asir,Khamis Mushait,1
Daily,Cases,5/3/2020,,Jazan,Al Aydabi,1
Daily,Cases,5/3/2020,,Mecca,Al Qunfudhah,9
Daily,Cases,5/3/2020,,Najran,Najran,1
Daily,Cases,5/3/2020,,Mecca,Jeddah,261
Daily,Cases,5/3/2020,,Asir,Muhayil Aseer,1
Daily,Cases,5/4/2020,,Riyadh,Layla,1
Daily,Cases,5/4/2020,,Mecca,Taif,65
Daily,Cases,5/4/2020,,Tabuk,Tabuk,8
Daily,Cases,5/4/2020,,Asir,Abha,8
Daily,Cases,5/4/2020,,Riyadh,Kharj,4
Daily,Cases,5/5/2020,,Mecca,Al Kamil,1
Daily,Cases,5/5/2020,,Riyadh,Riyadh,149
Daily,Cases,5/5/2020,,Mecca,Mecca,308
Daily,Cases,5/5/2020,,Riyadh,Kharj,4
Daily,Cases,5/5/2020,,Eastern Region,Al Jafr,3
Daily,Cases,5/5/2020,,Mecca,Jeddah,312
Daily,Cases,5/5/2020,,Asir,Muhayil Aseer,4
Daily,Cases,5/5/2020,,Medina,Medina,292
Daily,Cases,5/6/2020,,Mecca,Rabigh,1
Daily,Cases,5/6/2020,,Mecca,Taif,36
Daily,Cases,5/6/2020,,Qassim,Unayzah,10
Daily,Cases,5/6/2020,,Riyadh,Riyadh,194
Daily,Cases,5/6/2020,,Eastern Region,Qatif,40
Daily,Cases,5/6/2020,,Mecca,Mecca,254
Daily,Cases,5/6/2020,,Asir,Khamis Mushait,2
Daily,Cases,5/6/2020,,Total,Total,1793
Daily,Cases,5/6/2020,,Jazan,Sabya,16
Daily,Cases,5/6/2020,,Eastern Region,Dahran,2
Daily,Cases,5/7/2020,,Eastern Region,Safwa,3
Daily,Cases,5/7/2020,,Mecca,Taif,62
Daily,Cases,5/7/2020,,Northern Borders,Arar,1
Daily,Cases,5/7/2020,,Riyadh,Riyadh,142
Daily,Cases,5/7/2020,,Riyadh,Az Zulfi,4
Daily,Cases,5/7/2020,,Total,Total,1701
Daily,Cases,5/7/2020,,Asir,Bisha,29
Daily,Cases,5/7/2020,,Eastern Region,Khobar,41
Daily,Cases,5/7/2020,,Mecca,Jeddah,373
Daily,Cases,5/7/2020,,Medina,Al Ais,1
Daily,Cases,5/8/2020,,Hail,Ha'il,1
Daily,Cases,5/8/2020,,Qassim,Uqlat as Suqur,1
Daily,Cases,5/8/2020,,Qassim,Unayzah,1
Daily,Cases,5/8/2020,,Eastern Region,Salwa,1
Daily,Cases,5/8/2020,,Riyadh,Kharj,23
Daily,Cases,5/8/2020,,Total,Total,1704
Daily,Cases,5/8/2020,,Mecca,Jeddah,265
Daily,Cases,5/8/2020,,Tabuk,Qurayyat,4
Daily,Cases,5/8/2020,,Jazan,Baish,5
Daily,Cases,5/8/2020,,Asir,Al Majarda,2
Daily,Cases,5/9/2020,,Riyadh,Layla,1
Daily,Cases,5/9/2020,,Riyadh,Al Quwaiiyah,2
Daily,Cases,5/9/2020,,Riyadh,Diriyah,7
Daily,Cases,5/9/2020,,Riyadh,Ad Dilam,3
Daily,Cases,5/9/2020,,Riyadh,Howtat Bani Tamim,3
Daily,Cases,5/9/2020,,Asir,Muhayil Aseer,7
Daily,Cases,5/9/2020,,Tabuk,Qurayyat,5
Daily,Cases,5/9/2020,,Mecca,Al Muzaylif,1
Daily,Cases,5/9/2020,,Mecca,Khulais,1
Daily,Cases,5/10/2020,,Hail,Ha'il,10
Daily,Cases,5/10/2020,,Al Jouf,Domat Al Jandal,1
Daily,Cases,5/10/2020,,Riyadh,Muzahmiya,1
Daily,Cases,5/10/2020,,Riyadh,Kharj,2
Daily,Cases,5/10/2020,,Asir,Khamis Mushait,5
Daily,Cases,5/10/2020,,Al Jouf,Al Hadithah Border Station,1
Daily,Cases,5/10/2020,,Mecca,Al Qunfudhah,1
Daily,Cases,5/10/2020,,Mecca,Jeddah,236
Daily,Cases,5/10/2020,,Jazan,Sabya,1
Daily,Cases,5/10/2020,,Eastern Region,Dahran,8
Daily,Cases,5/10/2020,,Asir,Al Majarda,15
Daily,Cases,5/11/2020,,Riyadh,Riyadh,443
Daily,Cases,5/11/2020,,Mecca,Mecca,407
Daily,Cases,5/11/2020,,Eastern Region,Jubail,33
Daily,Cases,5/11/2020,,Riyadh,Kharj,10
Daily,Cases,5/11/2020,,Mecca,Hadda,42
Daily,Cases,5/11/2020,,Asir,Khamis Mushait,4
Daily,Cases,5/11/2020,,Mecca,Jeddah,306
Daily,Cases,5/11/2020,,Al Bahah,Al Qara,18
Daily,Cases,5/11/2020,,Eastern Region,Bqeeq,1
Daily,Cases,5/11/2020,,Asir,Muhayil Aseer,2
Daily,Cases,5/11/2020,,Riyadh,Huraymila,1
Daily,Cases,5/11/2020,,Eastern Region,Dahran,18
Daily,Cases,5/12/2020,,Hail,Ha'il,2
Daily,Cases,5/12/2020,,Mecca,Rabigh,2
Daily,Cases,5/12/2020,,Riyadh,Wadi Addawasir,1
Daily,Cases,5/12/2020,,Tabuk,Umluj,13
Daily,Cases,5/12/2020,,Najran,Najran,1
Daily,Cases,5/12/2020,,Riyadh,Al Sulayyil,1
Daily,Cases,5/12/2020,,Mecca,Alhada,1
Daily,Cases,5/12/2020,,Jazan,Baish,11
Daily,Cases,5/12/2020,,Mecca,Al Lith,1
Daily,Cases,5/13/2020,,Medina,Yanbu,27
Daily,Cases,5/13/2020,,Mecca,Mecca,356
Daily,Cases,5/13/2020,,Tabuk,Tabuk,1
Daily,Cases,5/13/2020,,Riyadh,Kharj,3
Daily,Cases,5/13/2020,,Riyadh,Ad Dilam,1
Daily,Cases,5/13/2020,,Riyadh,Ar Rayn,6
Daily,Cases,5/14/2020,,Medina,Yanbu,40
Daily,Cases,5/14/2020,,Eastern Region,Safwa,2
Daily,Cases,5/14/2020,,Qassim,Buraydah,33
Daily,Cases,5/14/2020,,Eastern Region,Qaryat Al Ulya,2
Daily,Cases,5/14/2020,,Eastern Region,Qatif,13
Daily,Cases,5/14/2020,,Mecca,Al Sehen,10
Daily,Cases,5/14/2020,,Riyadh,Diriyah,66
Daily,Cases,5/14/2020,,Riyadh,Ad Dilam,1
Daily,Cases,5/14/2020,,Tabuk,Umluj,11
Daily,Cases,5/14/2020,,Al Bahah,Al Qara,1
Daily,Cases,5/14/2020,,Asir,Muhayil Aseer,5
Daily,Cases,5/14/2020,,Eastern Region,Hafr Al Batin,2
Daily,Cases,5/14/2020,,Tabuk,Al Wajh,1
Daily,Cases,5/14/2020,,Riyadh,Ar Rayn,1
Daily,Cases,5/15/2020,,Riyadh,Al Majmaah,4
Daily,Cases,5/15/2020,,Qassim,Buraydah,24
Daily,Cases,5/15/2020,,Riyadh,Shaqra,5
Daily,Cases,5/15/2020,,Eastern Region,Al Mubarraz,1
Daily,Cases,5/15/2020,,Riyadh,Kharj,7
Daily,Cases,5/15/2020,,Northern Borders,Hazm Al Jalamid,1
Daily,Cases,5/15/2020,,Mecca,Jeddah,450
Daily,Cases,5/15/2020,,Riyadh,Howtat Bani Tamim,2
Daily,Cases,5/15/2020,,Mecca,Al Khurma,4
Daily,Cases,5/15/2020,,Mecca,Alqarei,2
Daily,Cases,5/15/2020,,Tabuk,Al Wajh,1
Daily,Cases,5/15/2020,,Qassim,Al Badayea,1
Daily,Cases,5/15/2020,,Mecca,Al Lith,2
Daily,Cases,5/15/2020,,Mecca,Khulais,5
Daily,Cases,5/16/2020,,Medina,Yanbu,5
Daily,Cases,5/16/2020,,Eastern Region,Safwa,2
Daily,Cases,5/16/2020,,Mecca,Mecca,557
Daily,Cases,5/16/2020,,Eastern Region,Dammam,286
Daily,Cases,5/16/2020,,Riyadh,Kharj,4
Daily,Cases,5/16/2020,,Asir,Khamis Mushait,3
Daily,Cases,5/16/2020,,Al Jouf,Al Hadithah Border Station,2
Daily,Cases,5/16/2020,,Total,Total,2736
Daily,Cases,5/16/2020,,Eastern Region,Khobar,51
Daily,Cases,5/16/2020,,Al Bahah,Al Qara,3
Daily,Cases,5/16/2020,,Riyadh,Ar Ruwaydah,1
Daily,Cases,5/16/2020,,Mecca,Alhada,9
Daily,Cases,5/16/2020,,Mecca,Al Muzaylif,3
Daily,Cases,5/16/2020,,Asir,Ahad Rafidah,3
Daily,Cases,5/17/2020,,Riyadh,Layla,1
Daily,Cases,5/17/2020,,Medina,Yanbu,16
Daily,Cases,5/17/2020,,Eastern Region,Hufof,147
Daily,Cases,5/17/2020,,Northern Borders,Arar,2
Daily,Cases,5/17/2020,,Qassim,Buraydah,18
Daily,Cases,5/17/2020,,Najran,Sharorah,9
Daily,Cases,5/17/2020,,Qassim,Unayzah,1
Daily,Cases,5/17/2020,,Northern Borders,Al Judayyidah,4
Daily,Cases,5/17/2020,,Riyadh,Az Zulfi,2
Daily,Cases,5/17/2020,,Medina,Mahd Al Dhahab,3
Daily,Cases,5/17/2020,,Asir,Khamis Mushait,2
Daily,Cases,5/17/2020,,Total,Total,2593
Daily,Cases,5/17/2020,,Eastern Region,Khobar,133
Daily,Cases,5/17/2020,,Tabuk,Duba,8
Daily,Cases,5/17/2020,,Medina,Medina,245
Daily,Cases,5/18/2020,,Mecca,Rabigh,1
Daily,Cases,5/18/2020,,Jazan,Al Qouz,1
Daily,Cases,5/18/2020,,Riyadh,Shaqra,12
Daily,Cases,5/18/2020,,Eastern Region,Nairyah,2
Daily,Cases,5/18/2020,,Qassim,Riyadh Al Khabra,1
Daily,Cases,5/18/2020,,Asir,Bisha,1
Daily,Cases,5/18/2020,,Mecca,Dhalm,1
Daily,Cases,5/19/2020,,Hail,Ha'il,33
Daily,Cases,5/19/2020,,Mecca,Rabigh,1
Daily,Cases,5/19/2020,,Eastern Region,Al Jafr,5
Daily,Cases,5/19/2020,,Riyadh,Dhurma,1
Daily,Cases,5/19/2020,,Mecca,Alqarei,6
Daily,Cases,5/19/2020,,Riyadh,Huraymila,1
Daily,Cases,5/19/2020,,Northern Borders,Rafha,2
Daily,Cases,5/19/2020,,Medina,Medina,236
Daily,Cases,5/20/2020,,Riyadh,Thadiq,1
Daily,Cases,5/20/2020,,Mecca,Rabigh,2
Daily,Cases,5/20/2020,,Riyadh,Wadi Addawasir,3
Daily,Cases,5/20/2020,,Mecca,Taif,50
Daily,Cases,5/20/2020,,Eastern Region,Nairyah,2
Daily,Cases,5/20/2020,,Asir,Khamis Mushait,7
Daily,Cases,5/20/2020,,Al Jouf,Al Hadithah Border Station,1
Daily,Cases,5/20/2020,,Eastern Region,Al Batahaa,3
Daily,Cases,5/20/2020,,Jazan,Al Tuwal,1
Daily,Cases,5/20/2020,,Mecca,Alqarei,1
Daily,Cases,5/20/2020,,Jazan,Baish,12
Daily,Cases,5/20/2020,,Mecca,Khulais,9
Daily,Cases,5/20/2020,,Jazan,Aridah,1
Daily,Cases,5/21/2020,,Jazan,Al Qouz,3
Daily,Cases,5/21/2020,,Eastern Region,Hufof,49
Daily,Cases,5/21/2020,,Qassim,Buraydah,9
Daily,Cases,5/21/2020,,Tabuk,Tabuk,5
Daily,Cases,5/21/2020,,Northern Borders,Al Judayyidah,1
Daily,Cases,5/21/2020,,Eastern Region,Dammam,194
Daily,Cases,5/21/2020,,Eastern Region,Al Mubarraz,1
Daily,Cases,5/21/2020,,Riyadh,Kharj,4
Daily,Cases,5/21/2020,,Riyadh,Al Duwadimi,1
Daily,Cases,5/21/2020,,Riyadh,Howtat Sudair,1
Daily,Cases,5/21/2020,,Riyadh,Diriyah,118
Daily,Cases,5/21/2020,,Northern Borders,Hazm Al Jalamid,2
Daily,Cases,5/21/2020,,Hail,Bagaa,1
Daily,Cases,5/21/2020,,Asir,Bisha,1
Daily,Cases,5/21/2020,,Riyadh,Howtat Bani Tamim,2
Daily,Cases,5/21/2020,,Mecca,Al Lith,3
Daily,Cases,5/21/2020,,Asir,Al Namas,1
Daily,Cases,5/21/2020,,Jazan,Al Harth,1
Daily,Cases,5/22/2020,,Najran,Sharorah,1
Daily,Cases,5/22/2020,,Qassim,Uqlat as Suqur,1
Daily,Cases,5/22/2020,,Riyadh,Riyadh,794
Daily,Cases,5/22/2020,,Asir,Abha,3
Daily,Cases,5/22/2020,,Riyadh,Kharj,6
Daily,Cases,5/22/2020,,Asir,Khamis Mushait,3
Daily,Cases,5/22/2020,,Mecca,Jeddah,444
Daily,Cases,5/22/2020,,Asir,Muhayil Aseer,1
Daily,Cases,5/22/2020,,Al Bahah,Baljurashi,1
Daily,Cases,5/22/2020,,Mecca,Alhada,1
Daily,Cases,5/22/2020,,Eastern Region,Ras Tanura,2
Daily,Cases,5/22/2020,,Mecca,Khulais,15
Daily,Cases,5/23/2020,,Eastern Region,Hufof,18
Daily,Cases,5/23/2020,,Tabuk,Tabuk,3
Daily,Cases,5/23/2020,,Asir,Abha,1
Daily,Cases,5/23/2020,,Tabuk,Haql,1
Daily,Cases,5/23/2020,,Al Bahah,Al Aqiq,1
Daily,Cases,5/23/2020,,Eastern Region,Ras Tanura,2
Daily,Cases,5/24/2020,,Riyadh,Thadiq,1
Daily,Cases,5/24/2020,,Riyadh,Al Majmaah,2
Daily,Cases,5/24/2020,,Northern Borders,Arar,4
Daily,Cases,5/24/2020,,Riyadh,Al Hareeq,7
Daily,Cases,5/24/2020,,Mecca,Mecca,416
Daily,Cases,5/24/2020,,Tabuk,Tabuk,12
Daily,Cases,5/24/2020,,Asir,Abha,1
Daily,Cases,5/24/2020,,Medina,Al Ula,1
Daily,Cases,5/24/2020,,Eastern Region,Nairyah,1
Daily,Cases,5/24/2020,,Riyadh,Al Duwadimi,1
Daily,Cases,5/24/2020,,Riyadh,Howtat Sudair,2
Daily,Cases,5/24/2020,,Asir,Al Farshah,1
Daily,Cases,5/24/2020,,Riyadh,Al Sulayyil,1
Daily,Cases,5/24/2020,,Eastern Region,Hafr Al Batin,2
Daily,Cases,5/24/2020,,Eastern Region,Mulayjah,1
Daily,Cases,5/24/2020,,Eastern Region,Dahran,15
Daily,Cases,5/25/2020,,Qassim,Ar Rass,1
Daily,Cases,5/25/2020,,Qassim,Unayzah,5
Daily,Cases,5/25/2020,,Riyadh,Muzahmiya,1
Daily,Cases,5/25/2020,,Riyadh,Riyadh,789
Daily,Cases,5/25/2020,,Al Jouf,Sakakah,2
Daily,Cases,5/25/2020,,Riyadh,Rumah,3
Daily,Cases,5/25/2020,,Eastern Region,Jubail,37
Daily,Cases,5/25/2020,,Total,Total,1931
Daily,Cases,5/25/2020,,Jazan,Samtah,1
Daily,Cases,5/25/2020,,Mecca,Al Qunfudhah,1
Daily,Cases,5/25/2020,,Asir,Muhayil Aseer,3
Daily,Cases,5/25/2020,,Al Bahah,Baljurashi,1
Daily,Cases,5/25/2020,,Qassim,Al Badayea,1
Daily,Cases,5/25/2020,,Eastern Region,Ras Tanura,1
Daily,Cases,5/25/2020,,Asir,Billasmar,2
Daily,Cases,5/26/2020,,Asir,Sabt Al Alayah,1
Daily,Cases,5/26/2020,,Hail,Ha'il,37
Daily,Cases,5/26/2020,,Eastern Region,Safwa,1
Daily,Cases,5/26/2020,,Riyadh,Shaqra,1
Daily,Cases,5/26/2020,,Mecca,Mecca,162
Daily,Cases,5/26/2020,,Asir,Khamis Mushait,5
Daily,Cases,5/26/2020,,Eastern Region,Khobar,54
Daily,Cases,5/26/2020,,Riyadh,Ar Ruwaydah,4
Daily,Cases,5/26/2020,,Riyadh,Al Sulayyil,1
Daily,Cases,5/26/2020,,Riyadh,Huraymila,1
Daily,Cases,5/26/2020,,Eastern Region,Dahran,26
Daily,Cases,5/26/2020,,Tabuk,Duba,1
Daily,Cases,5/27/2020,,Riyadh,Riyadh,611
Daily,Cases,5/27/2020,,Mecca,Mecca,148
Daily,Cases,5/27/2020,,Mecca,Al Qunfudhah,1
Daily,Cases,5/27/2020,,Jazan,Sabya,1
Daily,Cases,5/27/2020,,Jazan,Jazan,2
Daily,Cases,5/27/2020,,Tabuk,Qurayyat,2
Daily,Cases,5/28/2020,,Asir,Sabt Al Alayah,1
Daily,Cases,5/28/2020,,Hail,Ha'il,15
Daily,Cases,5/28/2020,,Mecca,Rabigh,2
Daily,Cases,5/28/2020,,Jazan,Addayer Bani Malik,1
Daily,Cases,5/28/2020,,Qassim,Buraydah,5
Daily,Cases,5/28/2020,,Riyadh,Shaqra,1
Daily,Cases,5/28/2020,,Riyadh,Tumair,3
Daily,Cases,5/28/2020,,Eastern Region,Khobar,18
Daily,Cases,5/28/2020,,Riyadh,Ar Ruwaydah,3
Daily,Cases,5/28/2020,,Asir,Al Majarda,2
Daily,Cases,5/28/2020,,Medina,Medina,52
Daily,Cases,5/29/2020,,Eastern Region,Hufof,101
Daily,Cases,5/29/2020,,Eastern Region,Safwa,4
Daily,Cases,5/29/2020,,Asir,Sarat Ubaida,1
Daily,Cases,5/29/2020,,Qassim,Unayzah,1
Daily,Cases,5/29/2020,,Riyadh,Sajer,1
Daily,Cases,5/29/2020,,Mecca,Mecca,105
Daily,Cases,5/29/2020,,Asir,Abha,1
Daily,Cases,5/29/2020,,Asir,Khamis Mushait,6
Daily,Cases,5/29/2020,,Najran,Najran,4
Daily,Cases,5/29/2020,,Eastern Region,Bqeeq,2
Daily,Cases,5/29/2020,,Qassim,Uyun Al Jiwa,2
Daily,Cases,5/29/2020,,Asir,Al Majarda,2
Daily,Cases,5/29/2020,,Jazan,Aridah,2
Daily,Cases,5/30/2020,,Hail,Ha'il,17
Daily,Cases,5/30/2020,,Riyadh,Al Majmaah,2
Daily,Cases,5/30/2020,,Jazan,Al Qouz,2
Daily,Cases,5/30/2020,,Riyadh,Wadi Addawasir,1
Daily,Cases,5/30/2020,,Medina,Yanbu,5
Daily,Cases,5/30/2020,,Eastern Region,Hufof,55
Daily,Cases,5/30/2020,,Eastern Region,Safwa,10
Daily,Cases,5/30/2020,,Mecca,Taif,22
Daily,Cases,5/30/2020,,Riyadh,Riyadh,504
Daily,Cases,5/30/2020,,Riyadh,Kharj,8
Daily,Cases,5/30/2020,,Asir,Khamis Mushait,6
Daily,Cases,5/30/2020,,Jazan,Samtah,1
Daily,Cases,5/30/2020,,Mecca,Jeddah,586
Daily,Cases,5/30/2020,,Mecca,Alhada,4
Daily,Cases,5/30/2020,,Jazan,Addarb,1
Daily,Cases,5/30/2020,,Riyadh,Marat,1
Daily,Cases,5/30/2020,,Eastern Region,Dahran,29
Daily,Cases,5/30/2020,,Asir,Al Madda,18
Daily,Cases,5/31/2020,,Eastern Region,Hufof,39
Daily,Cases,5/31/2020,,Eastern Region,Safwa,10
Daily,Cases,5/31/2020,,Asir,Rejal Almaa,2
Daily,Cases,5/31/2020,,Riyadh,Az Zulfi,3
Daily,Cases,5/31/2020,,Eastern Region,Jubail,62
Daily,Cases,5/31/2020,,Riyadh,Al Khasrah,2
Daily,Cases,5/31/2020,,Najran,Najran,8
Daily,Cases,5/31/2020,,Eastern Region,Al Batahaa,3
Daily,Cases,5/31/2020,,Hail,Al Ghazalah,1
Daily,Cases,6/1/2020,,Riyadh,Wadi Addawasir,3
Daily,Cases,6/1/2020,,Eastern Region,Hufof,119
Daily,Cases,6/1/2020,,Mecca,Taif,27
Daily,Cases,6/1/2020,,Riyadh,Shaqra,2
Daily,Cases,6/1/2020,,Al Bahah,Al Bahah,2
Daily,Cases,6/1/2020,,Mecca,Mecca,300
Daily,Cases,6/1/2020,,Mecca,Al Sehen,1
Daily,Cases,6/1/2020,,Qassim,Al Bukayriyah,1
Daily,Cases,6/1/2020,,Eastern Region,Al Mubarraz,17
Daily,Cases,6/1/2020,,Mecca,Abu Orwah,6
Daily,Cases,6/1/2020,,Eastern Region,Khobar,36
Daily,Cases,6/1/2020,,Medina,Al Ais,1
Daily,Cases,6/2/2020,,Riyadh,Afif,1
Daily,Cases,6/2/2020,,Eastern Region,Hufof,31
Daily,Cases,6/2/2020,,Riyadh,Riyadh,683
Daily,Cases,6/2/2020,,Riyadh,Rumah,1
Daily,Cases,6/2/2020,,Northern Borders,Al Owayqilah,1
Daily,Cases,6/2/2020,,Eastern Region,Salwa,3
Daily,Cases,6/2/2020,,Asir,Khamis Mushait,25
Daily,Cases,6/2/2020,,Jazan,Abu Arish,2
Daily,Cases,6/2/2020,,Mecca,Al Qunfudhah,3
Daily,Cases,6/2/2020,,Mecca,Maisan,1
Daily,Cases,6/2/2020,,Eastern Region,Khobar,54
Daily,Cases,6/2/2020,,Mecca,Jeddah,418
Daily,Cases,6/2/2020,,Eastern Region,Hafr Al Batin,3
Daily,Cases,6/2/2020,,Jazan,Baish,4
Daily,Cases,6/2/2020,,Jazan,Addarb,1
Daily,Cases,6/2/2020,,Mecca,Al Lith,6
Daily,Cases,6/2/2020,,Asir,Billasmar,1
Daily,Cases,6/3/2020,,Jazan,Al Qouz,1
Daily,Cases,6/3/2020,,Riyadh,Afif,5
Daily,Cases,6/3/2020,,Riyadh,Shaqra,2
Daily,Cases,6/3/2020,,Riyadh,Al Hareeq,1
Daily,Cases,6/3/2020,,Eastern Region,Jubail,31
Daily,Cases,6/3/2020,,Riyadh,Al Duwadimi,2
Daily,Cases,6/3/2020,,Riyadh,Ad Dilam,1
Daily,Cases,6/3/2020,,Hail,Bagaa,2
Daily,Cases,6/3/2020,,Jazan,Samtah,1
Daily,Cases,6/3/2020,,Eastern Region,Bqeeq,5
Daily,Cases,6/3/2020,,Riyadh,Al Sulayyil,4
Daily,Cases,6/3/2020,,Jazan,Jazan,3
Daily,Cases,6/3/2020,,Mecca,Al Muzaylif,1
Daily,Cases,6/3/2020,,Mecca,Al Lith,1
Daily,Cases,6/3/2020,,Eastern Region,Ras Tanura,3
Daily,Cases,6/3/2020,,Riyadh,Rafaia Al Jamsh,2
Daily,Cases,6/4/2020,,Riyadh,Wadi Addawasir,20
Daily,Cases,6/4/2020,,Riyadh,Layla,3
Daily,Cases,6/4/2020,,Eastern Region,Safwa,10
Daily,Cases,6/4/2020,,Mecca,Taif,31
Daily,Cases,6/4/2020,,Northern Borders,Arar,12
Daily,Cases,6/4/2020,,Riyadh,Muzahmiya,2
Daily,Cases,6/4/2020,,Northern Borders,Al Owayqilah,1
Daily,Cases,6/4/2020,,Najran,Najran,9
Daily,Cases,6/4/2020,,Eastern Region,Khobar,81
Daily,Cases,6/4/2020,,Mecca,Jeddah,459
Daily,Cases,6/4/2020,,Jazan,Jazan,15
Daily,Cases,6/4/2020,,Asir,Tabalah,5
Daily,Cases,6/4/2020,,Medina,Medina,129
